train_CrossEntropy(label),train_acc(label),eval_CrossEntropy(label),eval_acc(label)
1.223867084537999,0.4595037453183521,1.1931725115152405,0.4977293369663942
0.9479573709220531,0.5974953183520599,1.1677178905348038,0.5104450499545867
0.7248951703770442,0.7172284644194756,1.3263826918374615,0.516802906448683
0.5365316762819132,0.8132022471910112,1.6692158966363289,0.49318801089918257
0.44150740334148036,0.8651685393258427,2.519801735695279,0.48319709355131696
